city,Operateur,2G,3G,4G
Saint-Aubin,20810,1,1,0
Saint-Aubin,20815,0,1,0
Goulles,20820,1,1,1
Goulles,20810,1,1,1
Verneuil-sur-Seine,20801,0,1,0
Bram,20815,0,1,0
Senlecques,20810,1,1,0
Formiguères,20820,1,1,1
Formiguères,20815,0,1,1
Formiguères,20810,1,1,1
Formiguères,20801,1,1,1
Villepinte,20820,1,1,0
Villepinte,20801,1,1,1
Villepinte,20820,1,1,1
Villepinte,20810,1,1,1
Villennes-sur-Seine,20801,1,1,1
Villennes-sur-Seine,20810,0,1,0
Villennes-sur-Seine,20820,1,1,1
Lamotte-Beuvron,20801,1,1,0
Lamotte-Beuvron,20801,1,0,0
Terssac,20810,1,1,1
Terssac,20820,1,1,1
Villelongue-d'Aude,20815,0,1,1
Saint-Paul,20801,1,1,1
Villelongue-d'Aude,20801,0,1,0
Saint-Paul,20815,0,1,1
Villelongue-d'Aude,20810,1,1,0
Saint-Privat,20820,1,1,1
Saint-Privat,20810,1,1,1
Reuilly,20801,1,1,0
Orgeval,20801,0,0,0
Angerville,20801,1,1,1
Contes,20820,1,0,0
Contes,20801,1,1,1
Le Puch,20810,1,1,0
Le Puch,20815,0,1,0
Le Puch,20801,1,1,0
Les Clayes-sous-Bois,20801,1,1,1
Licques,20820,1,1,0
Ahun,20820,1,1,1
Ahun,20810,1,1,1
Licques,20810,0,1,0
Marck,20801,1,1,1
Eyne,20801,1,1,1
Lamotte-Beuvron,20820,1,1,1
Lamotte-Beuvron,20810,1,1,1
Lamotte-Beuvron,20815,0,1,1
Lamotte-Beuvron,20801,1,1,1
Poix-de-Picardie,20815,0,1,1
Poix-de-Picardie,20801,1,1,1
Poix-de-Picardie,20820,1,1,1
Poix-de-Picardie,20810,1,1,1
Villepreux,20801,1,1,0
Villepreux,20820,1,1,1
Sainte-Lizaigne,20810,1,1,0
Sainte-Lizaigne,20801,1,1,0
Camps-en-Amiénois,20820,1,1,1
Camps-en-Amiénois,20810,1,1,1
Monestiés,20810,1,1,1
Villepreux,20810,1,1,1
Saint-Lambert,20801,1,1,0
Marigny-les-Usages,20801,1,1,0
Monestiés,20801,1,1,0
Saint-Lambert,20810,1,1,0
Villepreux,20815,0,1,1
Saint-Lambert,20820,1,1,0
Rochefort-en-Yvelines,20801,1,1,0
Chécy,20801,0,1,0
Plessis-Saint-Benoist,20801,1,1,0
Angerville,20820,1,1,1
Angerville,20810,1,1,1
Milly-sur-Thérain,20820,1,1,1
Milly-sur-Thérain,20810,1,1,1
Milly-sur-Thérain,20815,0,1,1
Bullion,20820,1,1,1
Bullion,20810,1,1,1
Milly-sur-Thérain,20801,1,1,1
Latronquière,20801,0,1,0
Latronquière,20810,1,1,0
Latronquière,20815,0,1,0
Ménestreau-en-Villette,20801,1,1,0
Ménestreau-en-Villette,20810,1,1,0
Bullion,20801,1,1,0
Dourdan,20801,1,1,1
Dourdan,20815,0,1,1
Dourdan,20810,1,1,1
Ménestreau-en-Villette,20820,1,1,0
Dourdan,20820,1,1,1
Dargies,20820,1,1,1
Dargies,20810,1,1,1
Bram,20810,1,1,0
Saint-Pierre-dels-Forcats,20820,1,1,0
Croixrault,20820,1,1,0
Nouan-le-Fuzelier,20820,1,1,1
Nouan-le-Fuzelier,20810,1,1,1
Marcilly-en-Villette,20820,1,1,1
Marcilly-en-Villette,20801,0,0,0
Guemps,20810,1,1,1
Maleville,20810,1,1,1
Courdimanche,20810,1,1,0
Maleville,20820,1,1,1
Courdimanche,20820,1,1,1
Vaux-sur-Seine,20801,1,1,0
Outarville,20810,1,1,0
Guemps,20820,1,1,1
Saint-Couat-du-Razès,20810,1,1,0
Saint-Couat-du-Razès,20815,0,1,0
Saint-Couat-du-Razès,20801,0,1,0
Poissy,20810,1,1,0
Poissy,20801,1,1,1
Poissy,20820,1,1,0
Frémécourt,20820,1,1,1
Frémécourt,20801,1,1,1
Longpré-les-Corps-Saints,20820,1,1,1
Longpré-les-Corps-Saints,20810,1,1,1
Frémécourt,20810,1,1,1
Longpré-les-Corps-Saints,20815,0,1,1
Cailhavel,20801,1,1,1
Longpré-les-Corps-Saints,20801,1,1,1
Outarville,20801,0,0,1
Choisel,20801,1,1,0
Lagardiolle,20801,1,1,0
Alaigne,20820,1,1,1
Alaigne,20810,1,1,1
Donazac,20815,0,1,0
Triel-sur-Seine,20820,1,1,1
Triel-sur-Seine,20810,1,1,1
Vierzon,20801,0,1,1
Belvèze-du-Razès,20801,1,1,0
Alquines,20810,1,1,1
Bois-d'Arcy,20810,1,1,1
Bois-d'Arcy,20801,1,1,0
Bois-d'Arcy,20815,0,1,0
Alquines,20820,1,1,0
Vierzon,20810,1,1,1
Vierzon,20820,1,1,1
Capdenac-Gare,20815,0,1,1
Theillay,20801,1,1,0
Dourdan,20810,0,1,0
Dourdan,20801,0,1,1
Chalou-Moulineux,20801,1,1,1
Triel-sur-Seine,20815,0,1,1
Villepreux,20801,0,1,1
Reuilly,20820,1,1,1
Reuilly,20810,1,1,1
Saint-Pierre-dels-Forcats,20820,1,1,1
Viazac,20801,1,1,1
Montigny-le-Bretonneux,20820,1,1,1
Marck,20810,1,1,0
Marck,20801,0,1,1
Marcilly-en-Villette,20810,1,1,1
Saint-Pierre-dels-Forcats,20810,1,1,1
Vierzon,20815,0,1,1
Marcilly-en-Villette,20801,1,1,1
Ailly-le-Haut-Clocher,20801,1,1,1
Escouloubre,20820,1,1,0
Monestiés,20815,0,1,0
Escouloubre,20801,0,1,0
Escouloubre,20810,1,1,0
Escouloubre,20815,0,1,0
Chécy,20810,1,1,0
Choisel,20801,1,1,1
Theillay,20801,1,0,0
Theillay,20810,1,1,0
Triel-sur-Seine,20801,1,1,1
Soual,20815,0,1,1
Guizancourt,20820,1,1,0
Guizancourt,20810,1,1,0
Guizancourt,20815,0,1,0
Guizancourt,20801,1,1,0
Cergy,20815,0,1,1
Carrières-sous-Poissy,20820,1,1,1
Saint-Cirgues-la-Loutre,20820,1,1,0
Saint-Cirgues-la-Loutre,20801,1,1,0
Saint-Cirgues-la-Loutre,20810,1,1,0
Saint-Cirgues-la-Loutre,20815,0,1,0
Vauréal,20820,1,1,1
Vauréal,20810,1,1,1
Ardres,20810,1,1,1
Ardres,20820,1,1,1
Ardres,20801,1,1,1
Cergy,20820,1,1,1
Vauréal,20801,1,1,1
Jouy-le-Moutier,20810,1,1,1
Cergy,20801,1,1,1
Les Granges-le-Roi,20820,1,1,1
Capdenac-Gare,20801,1,1,1
Capdenac-Gare,20810,1,1,1
Capdenac-Gare,20820,1,1,1
Saint-Michel-de-Veisse,20815,0,1,0
Saint-Michel-de-Veisse,20820,1,1,1
Saint-Michel-de-Veisse,20810,1,1,1
Salbris,20801,1,1,1
Saint-Merd-de-Lapleau,20810,1,1,0
Sandillon,20810,1,1,0
Saint-Merd-de-Lapleau,20820,1,1,0
Saint-Merd-de-Lapleau,20801,0,1,0
Saint-Merd-de-Lapleau,20815,0,1,0
Sandillon,20801,1,1,0
Poissy,20801,0,1,1
Saint-Privat,20801,1,1,1
Theillay,20820,1,1,1
Theillay,20810,1,1,1
Theillay,20815,0,1,1
Les Granges-le-Roi,20810,1,1,1
Ailly-le-Haut-Clocher,20820,1,1,1
Ailly-le-Haut-Clocher,20810,1,1,1
Chécy,20820,0,1,1
Montigny-le-Bretonneux,20801,0,0,1
Poissy,20810,1,1,1
Poissy,20820,1,1,1
Bonnelles,20801,1,1,0
Soual,20820,1,1,1
Bazoches-les-Gallerandes,20820,1,1,0
Soual,20810,1,1,1
Méreau,20801,1,1,1
Le Sequestre,20801,0,1,1
Le Sequestre,20810,1,1,0
Jouy-le-Moutier,20815,0,1,1
Carrières-sous-Poissy,20810,1,1,1
Poissy,20815,0,1,1
Poissy,20801,0,0,0
Lafage-sur-Sombre,20810,1,1,0
Les Hauts Talican,20820,1,1,1
Les Hauts Talican,20810,1,1,1
Salbris,20815,0,1,1
Lafage-sur-Sombre,20820,1,1,0
Lafage-sur-Sombre,20801,1,1,0
Lafage-sur-Sombre,20815,0,1,0
Salbris,20801,1,1,0
Montigny-le-Bretonneux,20810,1,1,1
Montigny-le-Bretonneux,20815,0,1,1
Montigny-le-Bretonneux,20801,1,1,1
Sandillon,20820,1,1,0
Sandillon,20815,0,1,1
Chambourcy,20820,1,1,1
Vierzon,20801,1,1,1
Puiseux-Pontoise,20820,1,1,1
Puiseux-Pontoise,20815,0,1,1
Puiseux-Pontoise,20801,1,1,1
Albi,20815,0,1,0
Puiseux-Pontoise,20810,1,1,1
La Forêt-le-Roi,20801,1,1,0
Chanteloup-les-Vignes,20810,1,1,1
Molliens-Dreuil,20801,1,1,1
Cergy,20810,1,1,1
Ardres,20801,1,1,0
Chevreuse,20801,1,1,1
Chevreuse,20820,1,1,1
Chambourcy,20810,1,1,1
Chambourcy,20801,1,1,0
Vierzon,20801,1,1,0
Vauréal,20815,0,1,1
Réal,20810,1,1,1
Réal,20820,1,1,1
Le Sequestre,20801,1,1,0
Cergy,20810,1,0,0
Vennecy,20810,1,1,0
Carrières-sous-Poissy,20801,1,1,1
Alquines,20801,1,1,1
Jouy-le-Moutier,20820,1,1,1
Alquines,20815,0,1,1
Montigny-le-Bretonneux,20820,1,1,0
Sémalens,20820,1,1,1
Sémalens,20810,1,1,1
Sémalens,20815,0,1,1
Albi,20820,1,1,1
Fontenay-le-Fleury,20801,1,1,1
Jouy-le-Moutier,20801,1,1,1
Montigny-le-Bretonneux,20810,0,1,1
Herly,20801,1,1,0
Saint-Nom-la-Bretèche,20810,1,1,1
Magny-les-Hameaux,20801,1,1,0
Bazoches-les-Gallerandes,20801,1,1,0
Bois-d'Arcy,20801,0,0,0
Bois-d'Arcy,20820,1,1,1
Bois-d'Arcy,20801,1,1,1
Saint-Nom-la-Bretèche,20820,1,1,0
Saint-Nom-la-Bretèche,20801,1,1,1
Cergy,20810,0,1,0
Chanteloup-les-Vignes,20815,0,1,1
Louches,20801,1,1,1
Bois-d'Arcy,20820,0,1,0
Planès,20810,1,1,0
Planès,20801,1,1,0
Neuville-aux-Bois,20801,1,1,0
Montigny-le-Bretonneux,20801,1,1,0
Saint-Nom-la-Bretèche,20820,1,0,0
Cergy,20810,1,1,0
Saint-Nom-la-Bretèche,20810,0,1,1
Coulonvillers,20801,1,1,0
Osny,20810,0,1,0
Fontenay-le-Fleury,20815,0,1,1
Guemps,20801,1,1,0
Louches,20810,1,1,1
Louches,20820,1,1,1
Vouzon,20820,1,1,0
Vouzon,20815,0,1,0
Vouzon,20801,0,1,0
Pruniers,20815,0,1,1
Bram,20801,1,1,1
Monnerville,20820,1,0,0
Monnerville,20801,1,1,1
Bazoches-les-Gallerandes,20815,0,1,1
Monnerville,20815,0,1,0
Montigny-le-Bretonneux,20801,0,0,0
Monnerville,20820,1,1,1
Monnerville,20810,1,1,1
Carrières-sous-Poissy,20815,0,1,0
Saint-Benoît-de-Carmaux,20820,1,1,0
Saint-Benoît-de-Carmaux,20815,0,1,1
Montigny-le-Bretonneux,20801,1,0,0
Le Sequestre,20801,1,1,1
Le Sequestre,20820,1,1,1
Saint-Benoît-de-Carmaux,20810,1,1,0
Sainte-Sévère-sur-Indre,20810,1,1,1
Saint-Benoît-de-Carmaux,20801,1,1,1
Sainte-Sévère-sur-Indre,20820,1,1,1
Osny,20815,0,1,1
Sainte-Sévère-sur-Indre,20801,1,0,0
Chanteloup-les-Vignes,20801,1,1,1
Montigny-le-Bretonneux,20820,0,1,0
Voisins-le-Bretonneux,20810,1,1,1
Magny-les-Hameaux,20810,1,1,0
Montigny-le-Bretonneux,20810,0,1,0
Cergy,20810,0,1,1
Neuville-aux-Bois,20820,1,1,1
Jouy-le-Moutier,20801,0,0,1
Magny-les-Hameaux,20801,1,1,1
Jarnages,20801,1,1,0
Boissy-l'Aillerie,20810,1,1,1
Boissy-l'Aillerie,20820,1,1,1
Magny-les-Hameaux,20820,1,0,0
Boissy-l'Aillerie,20801,1,1,1
Quillan,20810,1,1,1
Castelreng,20810,1,1,0
Castelreng,20801,0,1,0
Quillan,20820,1,1,1
Quillan,20815,0,1,1
Quillan,20801,1,1,1
Castelreng,20815,0,1,0
Voisins-le-Bretonneux,20801,1,1,1
Guyancourt,20801,1,1,1
Outarville,20815,0,1,0
Outarville,20801,1,1,0
Saint-Setiers,20801,1,1,1
Fontenay-le-Fleury,20820,1,1,0
Andrésy,20820,1,1,1
Montigny-le-Bretonneux,20801,0,1,1
Saint-Setiers,20820,1,1,1
Saint-Setiers,20810,1,1,1
Angervilliers,20820,1,1,1
Haravilliers,20820,1,1,1
Haravilliers,20810,1,1,1
Haravilliers,20801,1,1,0
Angervilliers,20801,1,1,1
Neuville-aux-Bois,20810,1,1,0
Mardié,20820,1,1,1
Osny,20801,0,1,0
Mardié,20810,1,1,0
Mardié,20801,1,1,0
Fontenay-le-Fleury,20810,1,1,1
Fontenay-le-Fleury,20820,1,1,1
Guyancourt,20801,0,0,0
Saint-Cyr-l'École,20810,1,1,1
Voisins-le-Bretonneux,20820,1,1,1
Ségry,20820,1,1,0
Ségry,20810,1,1,0
Saint-Cyr-l'École,20820,1,1,1
Ségry,20815,0,1,0
Ségry,20801,1,1,0
Bouchon,20820,1,1,1
Bouchon,20810,1,1,1
Guyancourt,20820,1,1,1
Saint-Cyr-l'École,20801,0,0,0
Noisy-le-Roi,20810,0,1,0
Noisy-le-Roi,20801,1,1,1
Albi,20801,0,1,1
Albi,20810,1,1,1
Le Val-Saint-Germain,20801,1,1,1
Le Val-Saint-Germain,20810,1,1,0
Le Val-Saint-Germain,20820,1,1,0
Chalo-Saint-Mars,20815,0,1,1
Guyancourt,20810,0,1,1
Albi,20801,1,1,1
Albi,20820,1,1,0
Chalo-Saint-Mars,20801,1,1,1
Guyancourt,20810,1,1,0
Chalo-Saint-Mars,20820,1,1,1
Chalo-Saint-Mars,20810,1,1,1
Guyancourt,20810,1,1,1
Marconnelle,20810,1,1,1
Marconnelle,20820,1,1,1
Marconnelle,20815,0,1,1
Troissereux,20820,1,1,1
Troissereux,20801,1,1,0
Noisy-le-Roi,20820,1,1,1
Troissereux,20810,1,1,0
Osny,20820,1,1,1
Osny,20801,1,1,1
Osny,20810,1,1,1
Limours,20810,1,1,1
Limours,20801,1,1,1
Limours,20815,0,1,1
Limours,20820,1,1,1
Albi,20815,0,1,1
Saint-Germain-en-Laye,20820,1,0,0
Le Bousquet,20820,1,1,0
Limours,20801,1,0,0
Guyancourt,20820,1,0,0
Saint-Rémy-lès-Chevreuse,20810,1,1,1
Saint-Rémy-lès-Chevreuse,20801,1,1,1
Saint-Rémy-lès-Chevreuse,20820,1,1,1
Poissy,20820,0,1,0
Le Bousquet,20815,0,1,0
Le Bousquet,20810,1,1,0
Le Bousquet,20801,0,1,0
Cergy,20801,0,1,1
Valdampierre,20810,1,1,1
Saint-Germain-en-Laye,20810,1,1,0
Nortkerque,20820,1,1,1
Nortkerque,20810,1,1,1
Valdampierre,20820,1,1,1
Guyancourt,20815,0,1,1
Albi,20810,0,1,1
Parsac-Rimondeix,20815,0,1,0
L'Étang-la-Ville,20810,1,1,1
Voisins-le-Bretonneux,20810,0,1,0
Peyrusse-le-Roc,20820,1,1,0
Peyrusse-le-Roc,20801,0,1,0
Poissy,20801,1,1,0
Peyrusse-le-Roc,20801,1,0,0
Peyrusse-le-Roc,20810,1,1,0
Peyrusse-le-Roc,20815,0,1,0
Molliens-Dreuil,20820,1,1,1
Molliens-Dreuil,20820,1,1,0
L'Étang-la-Ville,20820,1,1,1
Carmaux,20801,1,1,1
L'Étang-la-Ville,20801,1,1,1
Guyancourt,20810,1,0,0
Albi,20820,1,0,0
Jouy-le-Moutier,20810,0,1,0
Maussac,20820,1,1,1
Maussac,20810,1,1,1
Hesdin,20801,1,1,1
Achères,20801,1,1,1
Guyancourt,20820,1,1,0
Maurecourt,20801,1,1,1
Magny-les-Hameaux,20820,1,1,1
Achères,20810,1,1,1
Magny-les-Hameaux,20815,0,1,1
Achères,20820,1,1,1
Albi,20810,1,1,0
Maurecourt,20810,1,1,1
Maurecourt,20820,1,1,1
Sermaise,20820,1,1,1
Sermaise,20815,0,1,1
Sermaise,20801,1,1,1
Sermaise,20810,1,1,1
Saint-Germain-en-Laye,20815,0,1,1
Saint-Germain-en-Laye,20801,0,0,0
Maurecourt,20815,0,1,1
Magny-les-Hameaux,20801,0,0,0
Le Mérévillois,20801,1,1,1
Noisy-le-Roi,20815,0,1,0
Noisy-le-Roi,20810,1,1,0
Noisy-le-Roi,20820,1,1,0
Les Molières,20801,0,1,0
Achères,20810,0,0,1
Achères,20815,0,1,1
Andrésy,20810,1,1,1
Meymac,20815,0,1,1
Albi,20801,0,1,0
Meymac,20801,1,1,0
Loury,20820,1,1,1
Cagnac-les-Mines,20820,1,1,1
Cagnac-les-Mines,20801,1,1,1
Vierzon,20801,0,1,0
Cagnac-les-Mines,20810,1,1,1
Cagnac-les-Mines,20815,0,1,0
Saint-Germain-en-Laye,20810,1,1,1
Saint-Germain-en-Laye,20820,1,1,1
Le Garric,20801,1,1,0
Saint-Cyr-l'École,20801,1,1,1
Saint-Ambroix,20810,1,1,0
Saint-Ambroix,20820,1,1,0
Saint-Ambroix,20801,1,1,0
Saint-Ambroix,20815,0,1,0
Zutkerque,20801,1,1,0
Saint-Cyr-l'École,20815,0,1,1
Saint-Germain-en-Laye,20801,1,1,1
Beauvais,20820,1,1,1
Beauvais,20815,0,1,1
Beauvais,20810,1,1,1
Beauvais,20801,1,1,1
Saint-Germain-en-Laye,20810,0,1,0
Albi,20801,1,1,0
Marconne,20815,0,1,1
Versailles,20820,1,1,1
Guyancourt,20801,0,1,1
Versailles,20801,1,1,1
Versailles,20810,1,1,0
Osny,20820,0,1,0
Villeneuve-les-Sablons,20810,1,1,1
Villeneuve-les-Sablons,20820,1,1,1
Wamin,20801,1,1,0
Meymac,20820,1,1,1
Meymac,20810,1,1,1
Saissac,20820,1,1,0
Saissac,20810,0,1,0
Saissac,20801,0,1,0
Saissac,20815,0,1,0
Le Garric,20820,1,1,1
Le Garric,20810,1,1,1
Le Mérévillois,20820,1,1,1
Chezal-Benoît,20820,1,1,0
Chezal-Benoît,20801,1,1,0
Chezal-Benoît,20815,0,1,0
Mareil-Marly,20801,0,1,1
Mareil-Marly,20810,1,1,1
Achères,20810,1,0,0
Guyancourt,20815,0,1,0
Soues,20801,0,1,0
Bagnac-sur-Célé,20815,0,1,0
Saint-Germain-en-Laye,20810,0,0,1
Pisseleu,20801,1,1,1
Neuville-sur-Oise,20801,1,1,1
Neuville-sur-Oise,20820,1,1,1
Chezal-Benoît,20810,1,1,0
Puygouzon,20801,1,1,1
Le Mesnil-Conteville,20820,1,1,1
Conflans-Sainte-Honorine,20820,1,1,1
Puygouzon,20801,1,1,0
Carmaux,20820,1,1,1
Carmaux,20810,1,1,1
Mouflers,20801,1,1,0
Conflans-Sainte-Honorine,20815,0,1,1
Brucamps,20801,1,1,0
Oye-Plage,20820,1,1,1
Zutkerque,20815,0,1,1
Laval-sur-Luzège,20810,1,1,0
Marly-le-Roi,20820,1,1,1
Oye-Plage,20810,1,1,1
Oye-Plage,20815,0,1,1
Laval-sur-Luzège,20820,1,1,0
Laval-sur-Luzège,20801,1,1,0
Laval-sur-Luzège,20815,0,1,0
Gioux,20820,1,1,0
Gioux,20801,0,1,0
Gioux,20810,1,1,0
Gioux,20815,0,1,0
Zouafques,20801,1,1,1
Conflans-Sainte-Honorine,20801,1,1,1
Carmaux,20815,0,1,1
Pontoise,20815,0,1,1
Bailly,20820,1,1,1
Bailly,20815,0,1,0
Pontoise,20801,1,1,1
Cergy,20801,1,1,0
Saint-Germain-en-Laye,20815,0,1,0
Saint-Germain-en-Laye,20801,1,1,0
Marly-le-Roi,20801,1,1,1
Saint-Rémy-lès-Chevreuse,20801,1,1,0
Cergy,20801,0,0,0
Beauvais,20801,1,1,0
Crèvecœur-le-Grand,20820,1,1,1
Crèvecœur-le-Grand,20810,1,1,1
Le Clat,20801,1,1,0
Pontoise,20801,0,0,0
Oye-Plage,20801,1,1,0
Bailly,20810,1,1,0
Pontoise,20810,1,1,1
Bailly,20801,1,1,0
Carmaux,20801,0,1,0
Saint-Sulpice-les-Bois,20820,1,1,0
Saint-Sulpice-les-Bois,20801,1,1,0
Saint-Sulpice-les-Bois,20810,1,1,0
Saint-Sulpice-les-Bois,20815,0,1,0
Conteville,20810,1,1,1
Conteville,20820,1,1,1
Châteaufort,20801,1,1,1
Nançay,20801,1,1,0
Féniers,20820,1,1,0
Féniers,20815,0,1,0
Féniers,20801,0,1,0
Féniers,20810,1,1,0
Saint-Julien-aux-Bois,20820,1,1,0
Saint-Julien-aux-Bois,20801,1,1,0
Saint-Julien-aux-Bois,20815,0,1,0
Châteaufort,20820,1,1,1
Châteaufort,20810,1,1,1
Saint-Julien-aux-Bois,20810,1,1,0
Marly-le-Roi,20810,0,1,1
Flixecourt,20820,1,1,1
Flixecourt,20815,0,1,1
Flixecourt,20801,1,1,1
Flixecourt,20810,1,1,1
Le Clat,20815,0,1,1
Le Clat,20820,1,1,0
Marly-le-Roi,20810,1,1,1
Marly-le-Roi,20801,1,1,0
Le Bas Ségala,20810,1,1,0
Beauvais,20801,0,1,1
Le Bas Ségala,20820,1,1,0
Le Bas Ségala,20801,1,1,0
Le Bas Ségala,20815,0,1,0
Saint-Germain-en-Laye,20801,0,1,0
Nouvelle-Église,20801,1,1,0
Arfons,20820,1,1,0
Arfons,20810,1,1,0
Arfons,20801,1,1,0
Arfons,20815,0,1,0
Nouvelle-Église,20820,1,1,1
Nouvelle-Église,20810,1,1,1
Fontpédrouse,20820,1,1,1
Fontpédrouse,20810,1,1,1
Le Mérévillois,20810,1,1,0
Éragny,20801,1,1,1
Éragny,20810,1,1,1
Versailles,20801,0,1,0
Le Garric,20810,1,1,0
Le Garric,20815,0,1,1
Tournehem-sur-la-Hem,20815,0,1,1
Tournehem-sur-la-Hem,20801,1,1,1
Versailles,20810,0,1,0
Thoix,20820,1,1,0
Thoix,20815,0,1,0
Thoix,20810,1,1,0
Thoix,20801,1,1,0
Guyancourt,20801,1,1,0
Osny,20801,0,0,0
Conflans-Sainte-Honorine,20801,0,1,0
Beauvais,20820,1,1,0
Éragny,20815,0,1,1
Néret,20810,1,1,0
Forges-les-Bains,20820,1,1,1
Forges-les-Bains,20810,1,1,1
Saïx,20820,1,1,1
Saïx,20810,1,1,1
Saint-Germain-en-Laye,20810,1,0,0
Pontoise,20820,1,1,1
Magny-les-Hameaux,20810,1,1,1
Le Mérévillois,20815,0,1,1
Versailles,20820,1,0,0
Réalmont,20801,1,1,1
Le Pecq,20815,0,1,1
Zouafques,20820,1,1,1
Traînou,20820,1,1,1
Traînou,20810,1,1,0
Traînou,20815,0,1,1
Traînou,20801,1,1,1
Zouafques,20810,1,1,1
Saint-Crépin-Ibouvillers,20801,1,1,1
Saint-Denis-de-l'Hôtel,20810,0,1,0
Saint-Denis-de-l'Hôtel,20801,0,0,0
Allonne,20801,1,1,1
Beauvais,20801,0,1,0
Pontoise,20801,0,1,1
Le Pecq,20810,1,1,1
Loury,20801,1,1,0
Versailles,20801,1,1,0
Versailles,20810,1,1,1
Loury,20810,1,1,0
Conflans-Sainte-Honorine,20810,1,1,1
Le Chesnay-Rocquencourt,20801,0,0,0
Orçay,20801,1,1,0
Orçay,20810,1,1,0
Orçay,20820,1,1,0
Orçay,20815,0,1,0
Juvignies,20820,1,1,1
Juvignies,20810,1,1,1
Juvignies,20815,0,1,1
Quevauvillers,20820,1,0,0
Quevauvillers,20820,1,1,1
Clairavaux,20820,1,1,0
Clairavaux,20801,1,1,0
Clairavaux,20810,1,1,0
Clairavaux,20815,0,1,0
Quevauvillers,20810,1,1,1
La Drenne,20820,1,1,1
La Drenne,20810,1,1,1
La Drenne,20801,1,1,1
La Drenne,20815,0,1,1
Quevauvillers,20801,1,1,0
Chârost,20801,1,1,0
Saint-Ouen-l'Aumône,20815,0,1,1
Le Chesnay-Rocquencourt,20820,1,1,1
Chârost,20820,1,1,1
Chârost,20810,1,1,1
Glénat,20820,1,1,0
Clugnat,20801,1,0,0
Glénat,20801,1,1,0
Gif-sur-Yvette,20820,1,1,0
Gif-sur-Yvette,20810,1,1,1
Audruicq,20820,1,1,1
Gif-sur-Yvette,20801,1,1,1
Audruicq,20810,1,1,1
Éragny,20815,0,1,0
Éragny,20801,0,0,0
Audruicq,20815,0,1,1
Éragny,20810,0,1,0
Audruicq,20801,1,1,1
Le Pecq,20820,1,1,1
Éragny,20820,1,1,1
Castres,20801,1,1,1
Le Pecq,20801,0,0,0
Jargeau,20820,1,1,0
Versailles,20801,0,0,0
Louveciennes,20801,1,1,1
Chilleurs-aux-Bois,20801,1,1,1
Villiers-le-Bâcle,20810,1,1,1
Louveciennes,20810,1,1,1
Compolibat,20820,1,1,0
Compolibat,20801,1,1,0
Compolibat,20810,1,1,0
Compolibat,20815,0,1,0
Souesmes,20801,1,1,0
Toussus-le-Noble,20801,1,1,1
Lombers,20820,1,1,0
Lombers,20815,0,1,1
Campagne-sur-Aude,20801,1,1,0
Toussus-le-Noble,20820,1,1,1
Chilleurs-aux-Bois,20810,1,1,0
Le Chesnay-Rocquencourt,20801,1,1,1
Le Chesnay-Rocquencourt,20810,1,1,1
Le Chesnay-Rocquencourt,20815,0,1,1
Briquemesnil-Floxicourt,20820,1,1,1
Briquemesnil-Floxicourt,20815,0,1,0
Briquemesnil-Floxicourt,20810,1,1,1
Villiers-le-Bâcle,20801,1,1,1
Le Pecq,20810,0,1,0
Saclas,20801,1,1,1
Saint-Ouen-l'Aumône,20801,1,1,1
Aubusson,20801,1,1,1
Aubusson,20815,0,1,1
Meymac,20801,1,1,1
Gif-sur-Yvette,20815,0,1,1
Gif-sur-Yvette,20820,1,1,1
Saint-Ouen-l'Aumône,20820,1,1,1
Le Mesnil-le-Roi,20801,0,0,0
Puygouzon,20810,1,1,1
Puygouzon,20820,1,1,1
Puygouzon,20815,0,1,1
Le Pecq,20810,1,1,0
Ennery,20810,1,1,1
Ennery,20820,1,1,1
Ennery,20815,0,1,1
Le Pecq,20801,0,1,0
Le Mesnil-le-Roi,20810,1,1,0
Le Vésinet,20801,0,1,0
Louveciennes,20820,1,1,1
Louveciennes,20801,1,1,0
Auxi-le-Château,20820,1,1,1
Auxi-le-Château,20810,1,1,1
Étampes,20801,1,1,1
Étampes,20820,1,1,1
Étampes,20810,1,1,1
Le Vésinet,20801,1,1,1
Étampes,20815,0,1,1
Auxi-le-Château,20815,0,1,1
Buc,20820,1,1,1
Rezay,20820,1,1,0
Rezay,20801,1,1,0
Rezay,20810,1,1,0
Rezay,20815,0,1,0
Auxi-le-Château,20801,1,1,1
Buc,20815,0,1,1
Saint-Denis-de-l'Hôtel,20801,1,1,0
Buc,20801,1,1,0
Saint-Denis-de-l'Hôtel,20810,1,0,0
Saint-Ouen-l'Aumône,20801,0,1,1
Louveciennes,20820,1,1,0
Saïx,20815,0,1,1
Parlan,20801,0,1,0
Parlan,20815,0,1,0
Parlan,20810,1,1,0
Quézac,20801,1,0,0
Vienne-en-Val,20801,1,1,0
Le Chesnay-Rocquencourt,20810,1,1,0
Jargeau,20815,0,1,1
Ennery,20801,1,1,1
Jargeau,20801,1,1,1
Vienne-en-Val,20820,1,1,1
Jargeau,20810,1,1,0
Vienne-en-Val,20810,1,1,0
Parsac-Rimondeix,20820,1,1,1
Parsac-Rimondeix,20810,1,1,1
Vienne-en-Val,20815,0,1,1
Saint-Martin-de-Villereglan,20815,0,1,0
Saint-Ouen-l'Aumône,20810,0,1,0
Buc,20810,1,1,1
Montesson,20810,1,1,1
Le Pecq,20801,1,1,1
Menouville,20820,1,1,1
Menouville,20810,1,1,0
Saint-Chéron,20815,0,1,1
